Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Quarter_Num,Year,Quarter_Date,Total_Casualties,Casualty_Rate,Fatality_Rate,Vehicles_per_Crash,Total_Factors,SPV_Prop,DAD_Prop,PWR_Prop,FTQ_Prop,Other_Factors_Prop,Quarter_Sin,Quarter_Cos,Severe_Crash,High_Casualty,State_Encoded,State_Adamawa,State_Akwa Ibom,State_Anambra,State_Bauchi,State_Bayelsa,State_Benue,State_Borno,State_Cross River,State_Delta,State_Ebonyi,State_Edo,State_Ekiti,State_Enugu,State_FCT,State_Gombe,State_Imo,State_Jigawa,State_Kaduna,State_Kano,State_Katsina,State_Kebbi,State_Kogi,State_Kwara,State_Lagos,State_Nasarawa,State_Niger,State_Ogun,State_Ondo,State_Osun,State_Oyo,State_Plateau,State_Rivers,State_Sokoto,State_Taraba,State_Yobe,State_Zamfara,Region,Region_Encoded,Region_North East,Region_North West,Region_South East,Region_South South,Region_South West
Q3 2023,Kwara,90,562,40,41,0,0,0,0,6,3,2021,2024-03-01,3,3.0833333333333335,0.10344827586206896,1.0303030303030303,222,0.0,0.0,0.0,0.0392156862745098,0.29896907216494845,1.0,6.123233995736766e-17,0,1,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,4,False,False,False,False,False
Q2 2021,Kogi,42,237,94,92,114,1,0,0,51,4,2023,2022-06-01,585,1.7301587301587302,0.057692307692307696,2.3548387096774195,25,0.0,0.0,0.0,0.0,0.2988505747126437,1.0,-1.8369701987210297e-16,1,1,15,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,1,False,True,False,False,False
Q3 2021,Enugu,56,54,69,101,89,0,0,0,58,3,2023,2021-12-01,249,4.76605504587156,0.14285714285714285,1.553191489361702,11,0.5935483870967742,0.0,0.0,0.0,0.2523364485981308,1.0,1.0,1,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,South East,1,False,True,False,False,False
Q2 2022,Gombe,146,65,3,80,26,0,0,0,16,2,2021,2020-12-01,727,1.7611940298507462,0.13138686131386862,1.0344827586206897,107,0.5772357723577236,0.0,0.0,0.2962962962962963,0.5517241379310345,1.0,1.0,1,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,2,False,False,False,False,False
Q4 2020,Akwa Ibom,35,327,11,1,8,0,0,0,14,2,2022,2022-06-01,109,4.465909090909091,0.04,1.6988847583643123,177,0.6436781609195402,0.0,0.0,0.75,0.2844638949671772,1.2246467991473532e-16,-1.0,1,1,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,2,False,False,True,False,False
Q4 2020,Ebonyi,203,93,56,18,3,0,2,0,182,4,2020,2022-09-01,65,64.0,0.17796610169491525,1.8214285714285714,10,0.4722222222222222,0.012987012987012988,0.0,0.434640522875817,0.38095238095238093,-2.4492935982947064e-16,6.123233995736766e-17,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,North East,1,False,False,False,False,False
Q3 2021,Ebonyi,45,153,29,50,25,0,0,2,0,4,2023,2021-06-01,653,1.4583333333333333,0.12437810945273632,1.923913043478261,365,0.47619047619047616,0.0,0.0,0.8108974358974359,0.1935483870967742,-1.0,-1.8369701987210297e-16,1,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,3,False,False,False,False,False
Q4 2021,Kaduna,21,194,23,6,56,0,0,0,25,1,2023,2023-06-01,75,1.9793388429752066,0.11278195488721804,1.0384615384615385,118,0.0,0.0,0.0,0.0,0.3333333333333333,-2.4492935982947064e-16,6.123233995736766e-17,1,0,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q3 2022,Bauchi,180,213,93,24,0,0,0,0,105,3,2023,2023-03-01,83,2.147909967845659,0.1501597444089457,0.847457627118644,60,0.0,0.009009009009009009,0.0,0.5483870967741935,0.2987012987012987,-2.4492935982947064e-16,6.123233995736766e-17,1,0,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,South East,4,False,False,False,False,False
Q3 2022,Enugu,301,134,36,86,0,0,0,0,9,3,2023,2022-03-01,324,1.683673469387755,0.12312312312312312,1.6762589928057554,53,0.6739130434782609,0.0,0.0,0.0,0.35294117647058826,1.0,-1.0,1,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,4,False,True,False,False,False
Q2 2022,Edo,92,754,53,155,31,0,0,0,62,2,2022,2020-12-01,269,2.1354166666666665,0.125,1.1415929203539823,124,0.024390243902439025,0.0,0.0,0.16666666666666666,0.6363636363636364,1.2246467991473532e-16,1.0,0,0,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,1,False,False,False,False,False
Q2 2023,Katsina,60,503,18,124,3,0,0,11,60,4,2023,2022-03-01,165,3.390909090909091,0.1694915254237288,1.1666666666666667,138,0.6212121212121212,0.0,0.0,1.0,0.34782608695652173,-2.4492935982947064e-16,-1.0,1,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,0,False,False,False,False,False
Q1 2021,Benue,99,43,17,87,0,0,0,72,183,3,2020,2022-06-01,616,1.8,0.2440944881889764,0.006024096385542169,19,0.0,0.0,0.006211180124223602,0.4811320754716981,0.5793357933579336,-2.4492935982947064e-16,1.0,0,1,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,North West,5,False,True,False,False,True
Q1 2023,Kwara,38,65,65,218,0,1,0,0,54,4,2020,2023-09-01,574,2.735294117647059,0.16666666666666666,1.2613636363636365,271,0.5483870967741935,0.006944444444444444,0.0,0.00684931506849315,0.6666666666666666,-1.0,-1.0,1,1,32,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,3,False,False,False,True,False
Q1 2022,Enugu,63,140,29,115,40,0,0,9,57,2,2021,2021-03-01,38,1.8,0.11627906976744186,1.1,66,0.5440313111545988,0.0,0.0,0.39285714285714285,0.35714285714285715,-1.0,-1.8369701987210297e-16,1,0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,1,False,False,False,False,False
Q1 2021,Jigawa,205,35,9,30,0,0,0,31,90,4,2024,2022-03-01,49,3.111801242236025,0.06557377049180328,1.25,35,0.016129032258064516,0.0,0.0,0.04926108374384237,0.391304347826087,1.2246467991473532e-16,1.0,1,1,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,North Central,4,False,True,False,False,False
Q3 2021,Katsina,105,3,16,21,28,0,0,0,241,4,2021,2022-06-01,177,1.4197247706422018,0.1511627906976744,1.5,124,0.581081081081081,0.0,0.0,0.0,0.40707964601769914,-2.4492935982947064e-16,1.0,1,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,North Central,1,False,False,False,False,False
Q4 2020,Rivers,46,276,19,59,90,0,0,26,18,4,2022,2020-12-01,327,3.435374149659864,0.0,1.1605839416058394,146,0.0,0.0,0.0,0.4915254237288136,0.6388888888888888,1.0,-1.8369701987210297e-16,1,0,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,False,False,True,False,True
Q1 2022,Nasarawa,52,165,15,37,0,0,0,62,23,2,2022,2021-06-01,442,1.7272727272727273,0.08092485549132948,1.4545454545454546,22,0.6434108527131783,0.0,0.0,0.0,0.2542372881355932,-2.4492935982947064e-16,-1.8369701987210297e-16,1,1,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,0,False,True,False,False,False
Q2 2022,Yobe,22,230,32,478,6,0,0,33,99,4,2022,2023-06-01,189,2.8771929824561404,0.32432432432432434,1.4179104477611941,49,0.5876288659793815,0.0,0.017241379310344827,0.0,0.0,1.2246467991473532e-16,-1.8369701987210297e-16,1,0,15,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,South West,4,False,False,False,False,False
Q4 2021,Edo,100,335,35,178,70,0,0,26,0,4,2023,2023-12-01,231,5.464285714285714,0.20588235294117646,1.28,502,0.7012987012987013,0.0,0.0,0.0,0.1791044776119403,-2.4492935982947064e-16,1.0,1,0,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,5,True,False,False,False,False
Q1 2024,Katsina,39,130,35,288,0,0,0,0,103,2,2023,2023-12-01,152,1.9833333333333334,0.16363636363636364,1.1639344262295082,26,0.6923076923076923,0.0,0.0,0.0,0.3125,1.0,-1.8369701987210297e-16,1,1,35,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,North East,0,True,False,False,False,True
Q3 2023,Enugu,27,54,17,52,68,0,0,1,0,1,2023,2020-12-01,782,1.896551724137931,0.1174785100286533,1.7380952380952381,42,0.5671641791044776,0.0,0.0,0.0,0.5971223021582733,1.0,-1.8369701987210297e-16,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,2,True,False,False,False,True
Q4 2021,Cross River,139,663,3,146,0,0,1,0,22,4,2021,2023-03-01,426,1.9583333333333333,0.13548387096774195,0.010526315789473684,84,0.6896551724137931,0.019801980198019802,0.0,0.0,0.49032258064516127,1.0,-1.8369701987210297e-16,1,0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,1,False,False,False,False,False
Q4 2023,Borno,72,103,34,48,77,0,0,0,64,4,2023,2022-09-01,58,12.25,0.16568047337278108,1.1538461538461537,457,0.46956521739130436,0.0,0.0,0.5963302752293578,0.37142857142857144,-2.4492935982947064e-16,6.123233995736766e-17,1,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South East,3,False,False,False,True,False
Q1 2024,Akwa Ibom,57,39,97,58,0,0,0,0,59,2,2021,2022-12-01,241,4.357142857142857,0.11737089201877934,1.319672131147541,82,0.395,0.0,0.0,0.8852459016393442,0.2222222222222222,1.2246467991473532e-16,-1.8369701987210297e-16,1,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,0,False,False,True,True,True
Q1 2021,Akwa Ibom,18,122,98,181,71,0,0,89,78,3,2023,2021-06-01,344,2.347826086956522,0.13125,1.0816326530612246,136,0.6551724137931034,0.0,0.013888888888888888,0.022727272727272728,0.26811594202898553,1.0,6.123233995736766e-17,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,1,False,False,False,False,False
Q4 2020,Edo,54,315,18,107,91,0,0,0,20,2,2023,2020-12-01,365,60.75,0.1069182389937107,1.2391304347826086,502,0.19444444444444445,0.0,0.0,0.5769230769230769,0.39814814814814814,-2.4492935982947064e-16,-1.8369701987210297e-16,1,0,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,South South,0,True,True,False,False,True
Q4 2021,Bayelsa,80,234,13,149,125,0,0,141,57,4,2022,2023-12-01,164,4.509803921568627,0.19148936170212766,1.105263157894737,48,0.4523809523809524,0.0,0.0,0.0,0.6470588235294118,-1.0,-1.0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,South South,3,False,False,False,False,False
Q2 2021,Gombe,32,221,57,21,36,0,0,6,18,2,2021,2022-09-01,485,3.0,0.17857142857142858,1.1785714285714286,306,0.25,0.0,0.0,0.504750593824228,0.2962962962962963,-2.4492935982947064e-16,-1.0,1,1,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,3,False,False,False,False,False
Q1 2021,Taraba,28,577,23,436,32,0,0,24,23,1,2021,2021-09-01,401,5.575757575757576,0.1378048780487805,1.1153846153846154,78,0.7142857142857143,0.0,0.06060606060606061,0.0,0.0,-2.4492935982947064e-16,-1.8369701987210297e-16,0,0,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,5,False,True,True,False,False
Q3 2021,Jigawa,70,123,31,194,0,0,0,0,21,4,2021,2023-03-01,749,227.0,0.15897435897435896,1.7241379310344827,842,0.5283018867924528,0.0,0.01098901098901099,1.0,0.47752808988764045,1.0,6.123233995736766e-17,1,0,33,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,1,False,False,False,False,False
Q4 2021,Abia,171,518,16,57,0,1,2,99,44,4,2022,2023-12-01,194,2.877862595419847,0.17692307692307693,1.8679245283018868,202,0.0,0.0,0.07407407407407407,0.0,0.5975609756097561,-2.4492935982947064e-16,-1.8369701987210297e-16,1,1,28,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,3,False,False,False,False,False
Q1 2021,Anambra,28,146,119,47,84,0,1,0,36,4,2021,2024-03-01,64,2.5555555555555554,0.19318181818181818,1.5217391304347827,95,0.007874015748031496,0.0,0.0,0.0,0.6071428571428571,-2.4492935982947064e-16,-1.8369701987210297e-16,1,1,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,0,False,False,False,False,False
Q4 2021,Gombe,55,227,81,225,15,0,1,0,18,2,2023,2021-09-01,38,2.1907894736842106,0.14942528735632185,1.8571428571428572,26,0.0,0.0,0.0,0.008333333333333333,0.3375,-1.0,6.123233995736766e-17,0,0,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,North Central,3,True,False,True,False,False
Q4 2021,Delta,59,467,73,19,80,0,0,183,28,3,2023,2022-03-01,472,2.757575757575758,0.2063273727647868,1.0430622009569377,436,0.4489795918367347,0.0,0.0,0.47368421052631576,0.43283582089552236,1.2246467991473532e-16,1.0,1,1,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South East,2,False,False,False,False,False
Q4 2022,Imo,48,45,46,73,0,1,0,2,116,3,2021,2020-12-01,234,2.783132530120482,0.26229508196721313,1.1551724137931034,58,1.0,0.0,0.0,0.0,0.7083333333333334,-1.0,-1.8369701987210297e-16,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,North East,5,False,False,False,False,False
Q1 2024,Abia,95,207,81,34,77,0,0,0,15,2,2020,2021-03-01,767,2.2,0.13278008298755187,1.5880398671096345,47,0.004291845493562232,0.0,0.023255813953488372,0.6739130434782609,0.38095238095238093,1.0,-1.0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,South East,1,True,False,False,False,False
Q2 2022,Niger,8,183,33,71,14,0,0,20,0,3,2022,2023-12-01,305,2.9136690647482015,0.17218543046357615,1.3098591549295775,95,0.5454545454545454,0.0136986301369863,0.0,0.0,0.39490445859872614,-2.4492935982947064e-16,-1.0,1,0,18,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,4,True,False,False,False,False
Q2 2023,Jigawa,28,499,75,23,0,0,0,0,15,1,2021,2021-03-01,60,2.679558011049724,0.16,1.2142857142857142,9,0.6753246753246753,0.0,0.0,1.0,0.0,1.2246467991473532e-16,1.0,1,0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,2,False,False,False,False,False
Q1 2022,Yobe,107,156,51,147,0,0,0,1,23,1,2023,2024-03-01,115,176.0,0.28804347826086957,1.355,64,0.0,0.0,0.0,1.0,0.5915492957746479,1.2246467991473532e-16,-1.8369701987210297e-16,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,4,False,False,False,False,False
Q2 2022,Bayelsa,73,32,120,299,128,2,0,133,0,4,2023,2022-03-01,64,3.0595238095238093,0.14782608695652175,1.2333333333333334,31,0.32142857142857145,0.0,0.0,0.0,0.17647058823529413,1.2246467991473532e-16,1.0,1,1,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,0,True,False,False,False,False
Q1 2022,Borno,37,97,13,77,0,0,0,0,193,1,2022,2023-12-01,202,3.0833333333333335,0.17391304347826086,1.006896551724138,26,0.5135135135135135,0.0,0.0,0.0,0.4276315789473684,-1.0,1.0,1,0,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,1,False,False,False,False,False
Q1 2024,Enugu,139,32,62,63,73,1,0,50,20,2,2021,2021-03-01,261,3.7837837837837838,0.11183144246353323,1.5104895104895104,39,0.5833333333333334,0.0,0.009615384615384616,0.0,0.6923076923076923,-1.0,6.123233995736766e-17,1,1,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,0,False,False,False,False,False
Q4 2022,Kaduna,108,406,29,36,158,0,0,0,61,1,2022,2023-06-01,438,5.159090909090909,0.017045454545454544,1.2,4,0.005813953488372093,0.0,0.0,0.0,0.11538461538461539,1.0,1.0,1,1,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,2,False,False,False,False,False
Q4 2023,Kwara,31,67,37,42,64,0,1,0,36,4,2024,2021-06-01,12,32.2,0.0658682634730539,1.0769230769230769,75,0.04819277108433735,0.0,0.0,0.0,0.2549019607843137,-2.4492935982947064e-16,-1.8369701987210297e-16,1,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,South East,4,False,False,False,False,False
Q3 2021,Plateau,95,71,39,34,11,0,0,22,43,4,2023,2021-12-01,152,1.7142857142857142,0.10126582278481013,1.7560975609756098,95,0.6903225806451613,0.0,0.0,0.0,0.265625,-1.0,1.0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,3,False,False,False,False,False
Q4 2023,Taraba,150,156,5,102,25,0,0,0,88,3,2023,2024-03-01,61,2.804123711340206,0.11787072243346007,1.18,15,0.0,0.0,0.009009009009009009,0.0,0.2923076923076923,1.2246467991473532e-16,6.123233995736766e-17,1,1,28,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,3,False,False,False,False,False
Q1 2021,Yobe,120,291,56,142,17,0,0,0,174,2,2021,2022-12-01,828,1.4516129032258065,0.15,1.709090909090909,195,0.8085106382978723,0.0,0.01951219512195122,0.0045045045045045045,0.5384615384615384,-2.4492935982947064e-16,-1.8369701987210297e-16,0,1,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,True,False,False,False,True
Q1 2021,Nasarawa,144,372,4,127,33,0,1,0,8,2,2022,2023-03-01,177,19.027027027027028,0.14619883040935672,0.0,128,0.6737400530503979,0.00199203187250996,0.0,0.0,0.47368421052631576,1.0,1.0,1,1,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,North Central,3,False,False,False,False,False
